row_num,count,mean,sd
0,11.0,0.34375,0.47495887979908324
1,3.0,0.15,0.3570714214271425
2,0.0,0.0,0.0
3,9.0,0.2903225806451613,0.45391120256355777
4,9.0,0.2727272727272727,0.4453617714151233
5,4.0,0.18181818181818182,0.385694607919935
6,6.0,0.2608695652173913,0.43910891036356864
7,2.0,0.14285714285714285,0.3499271061118826
8,5.0,0.22727272727272727,0.4190702026042222
9,4.0,0.21052631578947367,0.40768245749551757
10,4.0,0.21052631578947367,0.5210260492953508
11,5.0,0.23809523809523808,0.4259177099999599
12,7.0,0.2916666666666667,0.45452967144315476
13,6.0,0.2608695652173913,0.43910891036356864
14,7.0,0.28,0.44899888641287294
15,3.0,0.17647058823529413,0.3812200410828153
16,2.0,0.15384615384615385,0.36080121229411
17,4.0,0.21052631578947367,0.40768245749551757
18,5.0,0.23809523809523808,0.4259177099999599
19,6.0,0.25,0.4330127018922193
20,3.0,0.1875,0.3903123748998999
21,4.0,0.2,0.4
22,4.0,0.16,0.3666060555964672
23,3.0,0.16666666666666666,0.372677996249965
24,9.0,0.3103448275862069,0.46263475396547377
25,3.0,0.15789473684210525,0.36464227527765836
26,3.0,0.17647058823529413,0.3812200410828153
27,1.0,0.0625,0.24206145913796356
28,4.0,0.2222222222222222,0.41573970964154905
29,6.0,0.25,0.4330127018922193
